Entity	Source	By-Statement
Manohar Parrikar	DecH	Stating that the make in India concept as it stands today talks only of a platform , PERSON said , I do n't understand why only platforms .
Manohar Parrikar	DecH	The make in India push , PERSON told PERSON , had begun to yield results .
Manohar Parrikar	DecH	'Defence food lab should work for Farmers'Mysuru , May 8 , 2016 , Dhns : 23:57 Istunion defence minister PERSON on Sunday said he has directed the defence food research laboratory ( Dfrl ) authorities to utilise their technical skills for the benefit of local farmers and producers to increase their economic status .
Manohar Parrikar	NIE	By September 30 , 2018 , my government will go cashless , PERSON said while speaking at a seminar organised by Nabard ( National Bank for agriculture and rural development ) at a function here .
Manohar Parrikar	NIE	Defence minister PERSON has said India will choose at least one more aircraft , besides the indigenous Tejas , for the IAF through the 'Make in India ' route .
Mark Zuckerberg	IE	Going forward , MarkZuckerberg said the company has deployed new artificial intelligence tools to better identify fake accounts that may be trying to interfere in elections or spread misinformation .
Modi	DecH	Govt depts should have space cell : Pmnew Delhi , SEP 08 , 2015 , Dhns : 0:43 Istevery government department will need to create a space cell to find the new and innovative ways of utilising the benefits of space technologies in policy planning and governance , Prime Minister PERSON said .
Modi	DecH	The dialogue between industry and academia is far from ideal in India , Modi said , while inaugurating the 102Nd session of the Indian science Congress at Mumbai University here .
Modi	DecH	Citing Chinas ascendancy as the second largest economy in the world largely on its success in science and technology , PERSON said equal attention has been given to R & D in make in India campaign .
Modi	DecH	I seek your support to transform India , PERSON told the scientific fraternity .
Modi	DecH	Doing scientific research to be made easier : Pmmysuru , Jan 3 , 2016 ( PTI ) 16:10 Istdoing scientific research would be made easier and science administration , too , will be improved in the country , Prime Minister PERSON told scientists while stressing that their work should be focused on the 'Five-Es ' of economy , environment , energy , empathy and equity .
Modi	DecH	Modi asked scientists from India and overseas at the five- day Mega science event to bridge the gap between traditional knowledge and modern science so that localised and more sustainable solutions to the challenges could be found .
Modi	DecH	Modi said good governance was not just about policy and decision making , transparency and accountability but also about integrating science and technology into the choices to be made and the strategies to be pursued .
Modi	DecH	Responding to a number of suggestions with regard to digitalisation received throughout the day on a specially-created platform on social media , PERSON said , we are doing everything possible to make enterprise and innovation easier .
Modi	DecH	Modi said reforming the citizen-government interface and the processes of governance , innovation and keeping pace with the latest technology were challenges before the government .
Modi	DecH	Prominent sectors like engineering , automotive , healthcare , pharmaceuticals , retail , Shipping/Marine are showing increased recruitment activity , PERSON said .
Modi	DecH	Addressing the India-Japan business leaders forum here with Japanese prime minister PERSON , who arrived here on Friday on a three-day official visit , PERSON said India is a land of possibilities with excellent human resources and a technological base .
Modi	DecH	Modi said he feels proud to hear that there is make in India movement going on in Japan also .
Modi	DecH	Addressing a meeting last year , Prime Minister PERSON asked the Drdo to bring in fresh blood and give leadership positions to new talents in an effort to spur innovation and technology development .
Modi	DecH	We also discussed how to align our defence relations to India 's own priorities , including make in India , PERSON said .
Modi	DecH	Advocating reforms in bureaucracy , PERSON said there is a need to give impetus to reforms and technology as the day is not far when the world will look at M-Governance or mobile governance .
Modi	DecH	Modi said he and Merkel will chart out a future roadmap of cooperation with focus on trade and investment , security and counter-terrorism , innovation and science and technology , skill development , urban infrastructure , railways and civil aviation , clean energy , development cooperation , health and alternative medicine .
Modi	DecH	Renewing government 's commitment to creating favourable conditions for business and industry , PERSON said : never before is India so well prepared to absorb talent , technology and investment from outside .
Modi	DecH	At the summit attended by the who 's is who of the India Inc , particularly the it sector , PERSON also said India is committed to protecting intellectual property rights of all innovators and entrepreneurs .
