Entity	Source	By-Statement
Arun Jaitley	DecH	on the compliance burden of the gst, arunjaitley said it was a little heavy, but the process would ease on account of the initiatives being undertaken by the revenue department.
Arun Jaitley	DecH	new delhi, apr 24, 2015 (pti) 17:44 istthe long-pending goods and services tax (gst) bill was today moved in the lok sabha for consideration amid stiff resistance by several opposition parties, even as finance minister arunjaitley said it is a win-win measure and states have nothing to fear.
Arun Jaitley	DecH	commending the bill for consideration and passage, arunjaitley said: gst is going to lead to a win-win situation as far as the centre and the states are concerned.
Arun Jaitley	DecH	as regards the compensation to the states on account of any possible loss of revenue following implementation of the gst, arunjaitley said there will be 100 per cent compensation in first three years, 75 per cent in the fourth year and 50 per cent in the fifth year.
Arun Jaitley	DecH	insisting that states have nothing to fear, arunjaitley said, the structure of the gst council is such that states have the veto power.
Arun Jaitley	DecH	this law will enable confiscation of benami property and provide for prosecution, thus blocking a major avenue for generation and holding of black money in the form of benami property, especially in real estate, arunjaitley had said.
Arun Jaitley	DecH	pti file photoa day after data showed indias key infrastructure sectors growing at their fastest pace along with sustained acceleration in manufacturing, finance minister arunjaitley on tuesday said demonetisation did not see a 2  dip in the economy nor did it induce any agrarian crisis as apprehended.
Arun Jaitley	DecH	dh news service, new delhi, jun 4 2017, 1:19 istgovt confident of july 1 gst rolloutgold and silver will be taxed at 3  under the goods and services tax regime, finance ministry arunjaitley announced after a meeting of the gst council on saturday.
Arun Jaitley	DecH	the 5  gst on readymade garments below rs 1,000 would benefit the public, being a mass consumption item, arunjaitley said.
Arun Jaitley	DecH	all states have agreed on the rollout of gst from that date, arunjaitley said.
Arun Jaitley	DecH	beyond that as the central government, i have nothing to say, arunjaitley told reporters when asked if the centre will intervene on the issue of farm loan waivers and related protests.
Arun Jaitley	DecH	july 1 now optimistically looks like the implementation date for gst, finance minister arunjaitley told reporters after a day-long meeting with his state counterparts at the gst council.
Arun Jaitley	DecH	asked whether the central gst and the integrated gst bills would come up before parliament during the winter session, arunjaitley said, that is the effort.
Arun Jaitley	DecH	making drought-proofing a priority area, arunjaitley said as many as 28.
Arun Jaitley	DecH	in a bid to ensure that all farmers get the minimum support price, arunjaitley said the states would be encouraged to take up decentralised procurement, undertaking online procurement of food grains through the food corporation of india and making arrangements for procurement of pulses, an area that has been in the domain of private traders so far.
Arun Jaitley	DecH	ready to talk to cong on gst: jaitleynew delhi, nov 5, 2015, dhns: 2:19 istfinance minister arunjaitley on wednesday said introduction of the goods and services tax (gst), is only a question of time and he is ready to meet congress leaders to resolve a parliamentary deadlock.
Arun Jaitley	DecH	finance minister arunjaitley said the gst council meeting on monday made a significant headway and the issue of cross-empowerment or dual control was resolved.
Arun Jaitley	DecH	on gst, arunjaitley said if there is an intention to resolve all can be resolved.
Arun Jaitley	DecH	it clearly indicates that our target to integrate black money economy with the formal economy is happening, arunjaitley said.
Arun Jaitley	DecH	shrinking cong strength in rs will make gst happen: jaitleynew delhi, dec 30, 2015, (pti) 19:37 isthitting back at congress party's trinity remarks, finance minister arunjaitley today said gods don't vote in parliament, and gst will happen as the strength of main opposition party is shrinking in the rajya sabha.
Arun Jaitley	DecH	in view of the unrelenting attitude of the congress on the gst issue, finance minister arunjaitley said, keeping this political reality in mind, cabinet committee on political affairs (ccpa) decided to recommend to president to prorogue monsoon session.
